"yyyymmdd","Mkt-RF","SMB","HML","RF"
"19900629",    0.46,   -0.01,   -1.01,   0.156
"19900706",   -0.05,   -0.50,   -0.71,   0.169
"19900713",    2.04,   -0.81,   -1.61,   0.169
"19900720",   -1.76,   -0.34,    0.50,   0.169
"19900727",   -2.48,   -0.08,    1.19,   0.169
"19900803",   -2.93,   -2.59,    1.52,   0.164
"19900810",   -2.65,    0.33,   -0.47,   0.164
"19900817",   -2.59,   -0.90,    0.60,   0.164
"19900824",   -5.45,   -2.41,    2.01,   0.164
"19900831",    3.55,    0.26,   -1.57,   0.164
"19900907",    0.14,   -0.15,    0.03,   0.149
"19900914",   -1.98,    0.22,    0.03,   0.149
"19900921",   -2.11,   -1.09,    1.00,   0.149
"19900928",   -2.27,   -2.80,   -0.30,   0.149
"19901005",    1.44,   -1.67,   -0.05,   0.170
"19901012",   -4.11,   -1.27,    1.67,   0.170
"19901019",    3.44,   -2.40,   -1.99,   0.170
"19901026",   -2.13,    0.93,   -0.25,   0.170
"19901102",    1.86,   -2.64,    0.55,   0.141
"19901109",    0.87,   -0.13,   -0.33,   0.141
"19901116",    1.41,    1.04,   -0.54,   0.141
"19901123",   -0.73,    0.52,   -0.65,   0.141
"19901130",    2.24,    0.20,   -1.33,   0.141
"19901207",    1.98,    0.97,   -0.10,   0.149
"19901214",   -0.36,   -0.20,   -0.76,   0.149
"19901221",    1.22,   -1.08,    0.02,   0.149
"19901228",   -0.84,    0.28,   -0.14,   0.149
"19910104",   -2.04,    1.76,    1.76,   0.129
"19910111",   -1.93,    0.00,   -0.35,   0.129
"19910118",    4.68,   -3.28,   -1.92,   0.129
"19910125",    1.70,    3.32,   -0.81,   0.129
"19910201",    2.70,    3.76,   -0.75,   0.119
"19910208",    4.69,   -0.47,   -0.26,   0.119
"19910215",    2.66,    1.05,    0.02,   0.119
"19910222",   -0.74,    1.14,   -1.09,   0.119
"19910301",    1.36,    0.69,    0.36,   0.110
"19910308",    1.56,    2.77,   -1.29,   0.110
"19910315",   -0.72,   -1.12,    0.90,   0.110
"19910322",   -1.30,    1.53,   -0.05,   0.110
"19910328",    2.23,    0.78,   -0.61,   0.110
"19910405",    0.52,    1.67,   -0.83,   0.133
"19910412",    1.06,   -0.09,    0.22,   0.133
"19910419",    0.80,   -0.49,    1.17,   0.133
"19910426",   -1.53,    0.14,    0.06,   0.133
"19910503",    0.28,   -0.58,    0.31,   0.118
"19910510",   -1.04,    1.22,   -0.26,   0.118
"19910517",   -1.23,   -1.09,    0.60,   0.118
"19910524",    1.45,   -0.21,   -0.63,   0.118
"19910531",    3.00,   -0.43,    0.19,   0.118
"19910607",   -2.21,    1.82,    1.27,   0.104
"19910614",    0.33,   -1.29,   -0.28,   0.104
"19910621",   -1.33,   -0.21,    0.35,   0.104
"19910628",   -1.79,   -0.26,   -0.04,   0.104
"19910705",    0.64,   -1.04,   -0.65,   0.122
"19910712",    1.74,    0.38,   -0.75,   0.122
"19910719",    0.99,    0.50,    0.81,   0.122
"19910726",   -0.99,   -0.34,    0.51,   0.122
"19910802",    1.70,   -0.03,   -1.42,   0.115
"19910809",    0.17,    0.28,   -0.01,   0.115
"19910816",   -0.20,    0.54,    0.65,   0.115
"19910823",    1.85,   -0.57,   -0.48,   0.115
"19910830",    0.48,    0.96,   -0.69,   0.115
"19910906",   -1.70,    0.58,    0.15,   0.114
"19910913",   -1.27,    0.92,   -0.54,   0.114
"19910920",    1.30,    0.19,   -1.05,   0.114
"19910927",   -0.45,   -0.19,    0.44,   0.114
"19911004",   -1.06,    0.48,   -0.01,   0.106
"19911011",   -0.28,   -0.51,    0.08,   0.106
"19911018",    2.99,    0.51,   -0.28,   0.106
"19911025",   -2.19,    0.33,    0.23,   0.106
"19911101",    2.07,    0.38,   -0.77,   0.098
"19911108",    0.60,    0.14,   -0.10,   0.098
"19911115",   -2.55,    0.13,    0.20,   0.098
"19911122",   -1.74,   -0.47,   -1.29,   0.098
"19911129",   -0.25,   -0.42,   -0.53,   0.098
"19911206",    1.14,   -0.17,   -2.53,   0.095
"19911213",    1.09,   -1.21,   -0.32,   0.095
"19911220",    0.35,   -0.85,   -1.39,   0.095
"19911227",    5.18,   -0.52,    0.89,   0.095
"19920103",    3.12,    1.11,    0.47,   0.085
"19920110",    0.02,    3.86,   -1.01,   0.085
"19920117",    0.93,    1.66,    3.55,   0.085
"19920124",   -0.74,    0.71,    0.06,   0.085
"19920131",   -1.26,    1.60,    1.17,   0.085
"19920207",    0.96,    1.12,    1.21,   0.071
"19920214",    0.31,    0.09,    2.50,   0.071
"19920221",   -0.47,   -0.47,    2.70,   0.071
"19920228",    0.29,    0.13,   -0.20,   0.071
"19920306",   -2.06,    0.21,    0.82,   0.084
"19920313",    0.28,   -0.56,    0.12,   0.084
"19920320",    1.11,   -0.61,    1.99,   0.084
"19920327",   -1.91,   -0.05,    0.27,   0.084
"19920403",   -1.06,   -1.16,    0.02,   0.081
"19920410",    0.31,   -1.43,    0.59,   0.081
"19920416",    2.35,   -2.36,    2.10,   0.081
"19920424",   -1.95,   -0.59,    2.66,   0.081
"19920501",    0.91,   -0.04,   -0.66,   0.069
"19920508",    1.01,   -0.03,    0.35,   0.069
"19920515",   -1.43,    0.13,    1.17,   0.069
"19920522",    0.80,   -0.20,    0.13,   0.069
"19920529",    0.39,   -0.08,   -0.40,   0.069
"19920605",   -0.46,    0.47,    1.63,   0.080
"19920612",   -1.30,   -1.36,    1.34,   0.080
"19920619",   -1.85,   -1.73,    0.66,   0.080
"19920626",   -0.24,   -1.00,    0.25,   0.080
"19920702",    2.23,   -0.10,   -1.08,   0.077
"19920710",    0.62,   -0.62,    0.45,   0.077
"19920717",    0.21,    0.80,   -0.96,   0.077
"19920724",   -0.83,    0.19,    0.47,   0.077
"19920731",    2.95,   -0.31,   -0.54,   0.077
"19920807",   -0.99,    0.77,   -0.75,   0.065
"19920814",    0.09,   -0.50,    0.15,   0.065
"19920821",   -1.19,   -0.06,   -0.13,   0.065
"19920828",   -0.19,   -0.42,   -0.45,   0.065
"19920904",    0.75,    0.53,   -0.96,   0.064
"19920911",    0.67,    0.32,   -1.25,   0.064
"19920918",    0.70,   -0.29,    0.03,   0.064
"19920925",   -1.88,    0.37,    1.66,   0.064
"19921002",   -0.94,   -0.23,    0.99,   0.057
"19921009",   -1.46,    0.86,   -0.70,   0.057
"19921016",    1.99,   -0.40,   -0.89,   0.057
"19921023",    0.95,    1.29,   -0.39,   0.057
"19921030",    1.29,    0.27,   -0.60,   0.057
"19921106",    0.28,    1.16,   -0.25,   0.059
"19921113",    1.47,    1.68,   -1.83,   0.059
"19921120",    1.00,    0.20,   -0.37,   0.059
"19921127",    0.96,    0.33,    0.43,   0.059
"19921204",    0.64,    1.17,    0.64,   0.070
"19921211",    0.18,   -0.61,    0.57,   0.070
"19921218",    1.24,   -1.24,    0.29,   0.070
"19921224",   -0.11,    0.42,    1.16,   0.070
"19921231",   -0.11,    2.08,    0.31,   0.070
"19930108",   -1.52,    1.16,    1.35,   0.058
"19930115",    2.01,    0.09,    0.56,   0.058
"19930122",    0.15,    0.96,    2.67,   0.058
"19930129",    0.31,   -0.18,    1.31,   0.058
"19930205",    2.16,   -1.39,    2.22,   0.055
"19930212",   -0.98,    0.08,    1.24,   0.055
"19930219",   -2.89,   -0.98,    2.84,   0.055
"19930226",    1.92,   -1.19,    0.14,   0.055
"19930305",    0.93,    0.75,   -0.11,   0.063
"19930312",    1.03,    0.40,   -0.35,   0.063
"19930319",   -0.32,   -0.80,    2.01,   0.063
"19930326",   -0.37,   -0.11,    0.74,   0.063
"19930402",   -1.41,    0.55,    0.02,   0.059
"19930408",   -0.25,   -1.25,    2.62,   0.059
"19930416",    1.38,   -1.36,    2.23,   0.059
"19930423",   -2.38,    1.93,   -2.37,   0.059
"19930430",    0.58,   -0.58,   -0.81,   0.059
"19930507",    1.00,    1.68,   -2.02,   0.054
"19930514",   -0.66,    0.70,   -0.22,   0.054
"19930521",    1.53,   -0.12,   -2.01,   0.054
"19930528",    1.00,   -0.32,    0.82,   0.054
"19930604",   -0.02,    0.44,    0.91,   0.063
"19930611",   -0.93,   -0.59,   -0.06,   0.063
"19930618",   -0.59,    0.36,    1.04,   0.063
"19930625",    0.86,   -1.03,    0.57,   0.063
"19930702",    0.26,    1.45,    0.11,   0.060
"19930709",    0.40,   -0.35,    1.00,   0.060
"19930716",   -0.39,    0.91,    0.91,   0.060
"19930723",   -0.09,   -0.95,    0.48,   0.060
"19930730",    0.40,    0.13,    0.64,   0.060
"19930806",    0.44,    0.37,   -0.70,   0.063
"19930813",    0.32,   -0.07,    0.89,   0.063
"19930820",    1.40,    0.08,   -1.33,   0.063
"19930827",    0.76,   -0.31,    0.89,   0.063
"19930903",    0.61,    1.35,   -0.63,   0.064
"19930910",   -0.21,   -0.89,    0.62,   0.064
"19930917",   -0.56,    0.46,    0.64,   0.064
"19930924",    0.19,    0.98,   -1.46,   0.064
"19931001",    0.89,    0.97,    0.50,   0.055
"19931008",   -0.23,    0.78,   -0.26,   0.055
"19931015",    1.98,    0.63,   -2.74,   0.055
"19931022",   -1.55,   -0.06,    1.13,   0.055
"19931029",    0.88,    0.48,   -0.08,   0.055
"19931105",   -1.97,   -0.19,   -1.10,   0.062
"19931112",    1.48,    0.47,   -0.66,   0.062
"19931119",   -1.30,   -1.39,    1.20,   0.062
"19931126",    0.18,   -0.83,    0.48,   0.062
"19931203",    0.68,    0.90,   -0.63,   0.057
"19931210",   -0.25,   -0.37,    1.19,   0.057
"19931217",    0.24,   -0.71,    0.31,   0.057
"19931223",    0.09,   -0.60,    0.10,   0.057
"19931231",    0.57,    2.50,   -0.66,   0.057
"19940107",    0.41,    0.02,    0.49,   0.063
"19940114",    1.05,   -0.34,    0.09,   0.063
"19940121",   -0.07,    1.05,    0.19,   0.063
"19940128",    0.88,   -0.59,    0.66,   0.063
"19940204",   -1.82,    0.57,    0.83,   0.053
"19940211",    0.19,    0.63,   -0.48,   0.053
"19940218",   -0.29,    1.01,   -0.77,   0.053
"19940225",   -0.42,   -0.21,   -0.30,   0.053
"19940304",   -0.06,    0.38,   -0.01,   0.067
"19940311",    0.30,    0.16,    0.33,   0.067
"19940318",    1.23,    0.86,   -0.53,   0.067
"19940325",   -2.04,    0.56,    0.76,   0.067
"19940331",   -3.90,   -2.27,    0.66,   0.067
"19940408",    0.57,    0.92,   -0.13,   0.068
"19940415",   -0.75,   -1.47,    1.91,   0.068
"19940422",   -0.09,   -1.70,   -0.05,   0.068
"19940429",    0.95,    1.44,   -0.15,   0.068
"19940506",   -0.67,    0.64,   -0.64,   0.079
"19940513",   -1.31,   -0.78,    0.14,   0.079
"19940520",    2.16,   -1.67,    0.48,   0.079
"19940527",    0.66,   -0.17,    0.12,   0.079
"19940603",    0.70,    0.36,   -0.64,   0.078
"19940610",   -0.43,   -0.23,    1.17,   0.078
"19940617",   -0.17,    0.02,    0.84,   0.078
"19940624",   -3.79,   -0.58,    0.87,   0.078
"19940701",    0.92,    0.24,   -0.30,   0.069
"19940708",    0.58,   -0.72,    0.06,   0.069
"19940715",    1.21,    0.43,   -0.26,   0.069
"19940722",   -0.39,   -0.46,    0.69,   0.069
"19940729",    0.95,   -0.64,   -0.14,   0.069
"19940805",   -0.21,    0.13,    0.54,   0.092
"19940812",    1.13,    0.11,   -1.42,   0.092
"19940819",    0.51,    0.76,   -1.09,   0.092
"19940826",    2.06,   -0.32,   -1.08,   0.092
"19940902",   -0.39,    1.12,    0.36,   0.091
"19940909",   -0.48,    0.87,   -0.32,   0.091
"19940916",    0.73,    0.63,   -0.64,   0.091
"19940923",   -2.54,    0.54,   -0.18,   0.091
"19940930",    0.79,    0.20,   -0.85,   0.091
"19941007",   -1.75,   -0.31,   -0.07,   0.096
"19941014",    2.56,   -1.21,   -0.75,   0.096
"19941021",   -0.86,    0.25,   -0.33,   0.096
"19941028",    1.61,   -1.25,   -0.79,   0.096
"19941104",   -1.87,    1.53,   -0.29,   0.092
"19941111",   -0.32,   -0.83,   -0.59,   0.092
"19941118",   -0.33,    0.07,   -1.20,   0.092
"19941125",   -2.15,   -0.70,    1.10,   0.092
"19941202",    0.03,    0.11,    0.12,   0.111
"19941209",   -1.89,   -1.66,    1.03,   0.111
"19941216",    2.44,   -0.72,   -0.33,   0.111
"19941223",    0.51,    0.88,   -0.29,   0.111
"19941230",    0.16,    1.95,   -0.03,   0.111
"19950106",    0.17,   -1.21,    1.83,   0.104
"19950113",    1.07,   -0.30,    0.13,   0.104
"19950120",   -0.22,    0.47,   -0.95,   0.104
"19950127",    0.79,   -1.22,    0.09,   0.104
"19950203",    1.76,   -1.22,    0.13,   0.099
"19950210",    0.83,    1.09,   -0.76,   0.099
"19950217",   -0.03,   -0.37,    0.66,   0.099
"19950224",    0.95,   -0.66,    0.87,   0.099
"19950303",   -0.33,    0.75,   -1.05,   0.115
"19950310",    0.47,   -0.85,   -0.75,   0.115
"19950317",    0.95,   -0.43,   -0.56,   0.115
"19950324",    0.90,   -0.53,   -0.23,   0.115
"19950331",    0.09,    0.53,    1.37,   0.115
"19950407",    0.71,   -1.17,    1.41,   0.111
"19950413",    0.73,    0.69,   -0.25,   0.111
"19950421",   -0.49,   -0.38,    1.54,   0.111
"19950428",    1.15,    0.25,   -0.52,   0.111
"19950505",    0.68,   -1.17,    0.18,   0.134
"19950512",    1.28,   -0.10,    0.65,   0.134
"19950519",   -1.06,    1.35,    0.26,   0.134
"19950526",    0.68,   -0.58,    0.40,   0.134
"19950602",    1.36,   -1.24,    0.73,   0.118
"19950609",   -0.58,    2.14,   -1.42,   0.118
"19950616",    2.16,   -0.13,   -1.32,   0.118
"19950623",    1.78,   -0.75,   -0.31,   0.118
"19950630",   -0.83,    1.13,    0.20,   0.118
"19950707",    2.21,   -0.69,    0.37,   0.113
"19950714",    0.84,    1.48,   -1.14,   0.113
"19950721",   -1.41,    0.28,    0.02,   0.113
"19950728",    2.14,    0.63,   -0.94,   0.113
"19950804",   -0.80,    0.51,    1.36,   0.116
"19950811",   -0.32,    0.98,   -0.40,   0.116
"19950818",    1.16,    0.68,   -0.53,   0.116
"19950825",    0.00,   -0.01,    0.67,   0.116
"19950901",    0.64,   -0.45,    2.01,   0.108
"19950908",    1.91,    0.63,   -1.09,   0.108
"19950915",    1.31,   -1.33,    0.17,   0.108
"19950922",   -0.35,   -0.08,   -1.72,   0.108
"19950929",    0.15,   -1.09,    1.46,   0.108
"19951006",   -0.98,   -2.20,    1.42,   0.118
"19951013",    0.42,   -0.78,    0.65,   0.118
"19951020",    0.34,    0.10,   -1.41,   0.118
"19951027",   -1.66,   -1.20,   -0.52,   0.118
"19951103",    2.23,    0.18,   -1.07,   0.105
"19951110",    0.25,    0.36,   -0.18,   0.105
"19951117",    0.71,   -1.05,    0.42,   0.105
"19951124",   -0.30,   -0.81,    1.59,   0.105
"19951201",    1.46,    0.67,   -0.58,   0.122
"19951208",    1.14,   -0.75,   -0.44,   0.122
"19951215",   -0.70,    0.13,    0.63,   0.122
"19951222",   -0.34,    0.75,    0.53,   0.122
"19951229",    0.78,    0.28,   -0.18,   0.122
"19960105",   -0.48,   -0.23,    0.64,   0.107
"19960112",   -2.32,    0.09,    0.82,   0.107
"19960119",    1.28,   -1.64,   -0.12,   0.107
"19960126",    1.67,    0.17,   -1.03,   0.107
"19960202",    2.27,   -0.41,   -0.81,   0.098
"19960209",    2.70,   -1.78,   -0.69,   0.098
"19960216",   -0.82,    1.10,    0.60,   0.098
"19960223",    1.61,   -0.41,   -1.32,   0.098
"19960301",   -2.02,    1.61,    1.59,   0.098
"19960308",   -1.55,    0.11,   -0.25,   0.098
"19960315",    1.42,    0.62,   -1.04,   0.098
"19960322",    1.14,   -0.02,    0.66,   0.098
"19960329",   -0.52,    1.18,    0.93,   0.098
"19960404",    1.40,   -0.09,   -0.33,   0.114
"19960412",   -2.70,    2.02,   -0.53,   0.114
"19960419",    1.49,    1.20,   -1.43,   0.114
"19960426",    1.79,    1.31,   -1.50,   0.114
"19960503",   -1.38,    2.02,   -0.05,   0.106
"19960510",    1.37,   -0.28,   -0.20,   0.106
"19960517",    2.62,    0.24,   -0.95,   0.106
"19960524",    1.12,    0.43,   -0.12,   0.106
"19960531",   -1.27,    0.86,    0.09,   0.106
"19960607",    0.17,   -1.35,   -0.17,   0.100
"19960614",   -1.05,    0.15,    0.97,   0.100
"19960621",   -0.86,   -2.47,    0.60,   0.100
"19960628",    0.58,    0.03,    0.21,   0.100
"19960705",   -1.98,    0.47,    0.81,   0.112
"19960712",   -2.62,   -2.92,    2.93,   0.112
"19960719",   -1.07,    0.41,   -0.19,   0.112
"19960726",   -0.87,   -1.91,    0.86,   0.112
"19960802",    3.88,   -1.28,   -0.90,   0.103
"19960809",   -0.06,    0.78,    0.00,   0.103
"19960816",    0.61,   -0.33,    0.77,   0.103
"19960823",    0.30,    0.42,    0.20,   0.103
"19960830",   -1.54,    2.48,   -0.11,   0.103
"19960906",    0.28,    0.00,    0.15,   0.109
"19960913",    3.40,   -1.51,   -1.45,   0.109
"19960920",    0.86,   -0.20,   -1.11,   0.109
"19960927",    0.19,    0.78,   -0.91,   0.109
"19961004",    1.88,   -1.42,    0.76,   0.106
"19961011",   -0.33,   -0.03,    0.55,   0.106
"19961018",    0.94,   -1.30,    0.79,   0.106
"19961025",   -1.66,   -0.28,    2.11,   0.106
"19961101",    0.04,   -1.67,    1.09,   0.102
"19961108",    3.32,   -2.04,   -0.89,   0.102
"19961115",    0.78,   -0.49,    0.48,   0.102
"19961122",    1.12,   -1.02,    1.48,   0.102
"19961129",    1.06,    0.01,   -0.01,   0.102
"19961206",   -1.83,    2.11,   -0.01,   0.115
"19961213",   -1.44,    1.31,    0.29,   0.115
"19961220",    2.02,   -1.85,    0.61,   0.115
"19961227",    0.83,   -0.62,   -0.10,   0.115
"19970103",   -0.69,    1.92,   -0.53,   0.112
"19970110",    1.52,    0.05,   -0.45,   0.112
"19970117",    1.79,   -1.21,    0.18,   0.112
"19970124",   -0.57,    0.55,    0.01,   0.112
"19970131",    1.48,   -0.90,   -0.68,   0.112
"19970207",    0.02,   -1.05,    1.30,   0.096
"19970214",    1.99,   -2.04,    1.10,   0.096
"19970221",   -1.05,    0.24,    1.64,   0.096
"19970228",   -1.41,   -0.13,    1.21,   0.096
"19970307",    1.64,   -0.82,    0.56,   0.107
"19970314",   -1.54,    0.13,    0.95,   0.107
"19970321",   -1.63,   -1.11,    1.58,   0.107
"19970327",   -1.31,    0.69,   -0.20,   0.107
"19970404",   -2.16,    0.16,   -0.23,   0.108
"19970411",   -2.31,    1.75,    1.10,   0.108
"19970418",    2.88,   -2.72,    0.39,   0.108
"19970425",   -0.82,   -1.14,    0.49,   0.108
"19970502",    6.10,   -1.59,   -1.82,   0.123
"19970509",    1.57,    0.78,   -0.94,   0.123
"19970516",    0.63,    0.47,   -0.13,   0.123
"19970523",    2.05,    0.73,   -1.12,   0.123
"19970530",    0.42,    1.02,   -0.26,   0.123
"19970606",    1.18,    0.53,    0.75,   0.092
"19970613",    3.34,   -2.53,    0.60,   0.092
"19970620",    0.70,    0.03,   -0.12,   0.092
"19970627",   -1.06,    1.57,    0.61,   0.092
"19970703",    2.82,   -1.31,   -0.48,   0.107
"19970711",    0.38,    1.26,   -0.30,   0.107
"19970718",    0.13,    1.33,   -0.69,   0.107
"19970725",    2.05,   -1.47,    0.08,   0.107
"19970801",    1.00,   -0.20,    1.81,   0.103
"19970808",   -1.22,    1.99,   -0.15,   0.103
"19970815",   -2.82,    1.62,    1.41,   0.103
"19970822",    2.04,   -0.45,   -0.80,   0.103
"19970829",   -1.56,    3.61,    0.60,   0.103
"19970905",    2.91,   -0.68,   -0.11,   0.111
"19970912",   -0.09,    1.98,    0.68,   0.111
"19970919",    2.51,   -1.10,   -0.18,   0.111
"19970926",   -0.40,    1.57,   -0.44,   0.111
"19971003",    1.96,    0.11,    0.11,   0.105
"19971010",    0.47,    1.22,   -0.57,   0.105
"19971017",   -2.56,   -1.01,    1.55,   0.105
"19971024",   -0.26,   -0.16,    0.42,   0.105
"19971031",   -3.14,   -0.19,    0.41,   0.105
"19971107",    1.07,   -0.93,   -0.17,   0.098
"19971114",   -0.41,   -1.15,    0.02,   0.098
"19971121",    3.15,   -2.17,   -0.08,   0.098
"19971128",   -0.82,   -0.77,    1.11,   0.098
"19971205",    2.76,   -1.74,    0.18,   0.119
"19971212",   -3.35,   -0.80,    2.84,   0.119
"19971219",   -0.67,   -0.63,    0.45,   0.119
"19971226",   -0.93,    0.91,    1.07,   0.119
"19980102",    3.81,   -0.11,   -1.76,   0.107
"19980109",   -4.93,    0.35,    0.30,   0.107
"19980116",    3.37,   -0.89,   -0.32,   0.107
"19980123",   -0.43,    0.28,   -0.49,   0.107
"19980130",    2.11,   -0.88,   -0.41,   0.107
"19980206",    3.32,   -0.10,   -0.82,   0.098
"19980213",    0.99,    0.82,    0.52,   0.098
"19980220",    1.09,   -0.95,    0.07,   0.098
"19980227",    1.46,    0.25,    0.14,   0.098
"19980306",    0.55,   -0.46,    1.42,   0.099
"19980313",    1.29,   -0.20,   -0.02,   0.099
"19980320",    2.44,   -1.76,    0.79,   0.099
"19980327",   -0.20,    1.25,   -0.75,   0.099
"19980403",    2.19,   -0.20,   -0.93,   0.107
"19980409",   -1.07,   -0.36,    1.73,   0.107
"19980417",    1.24,    0.02,    0.52,   0.107
"19980424",   -1.42,    1.06,   -0.58,   0.107
"19980501",    0.94,   -0.48,   -0.37,   0.101
"19980508",   -1.04,   -0.01,    0.57,   0.101
"19980515",   -0.41,   -1.38,    1.34,   0.101
"19980522",   -0.50,   -1.75,    1.08,   0.101
"19980529",   -1.75,   -0.22,    1.01,   0.101
"19980605",    1.50,   -2.48,    0.54,   0.102
"19980612",   -1.57,   -0.94,   -0.23,   0.102
"19980619",    0.09,   -0.46,   -0.80,   0.102
"19980626",    2.82,   -0.16,   -1.34,   0.102
"19980702",    1.25,   -0.31,    0.28,   0.100
"19980710",    1.37,   -1.08,   -1.05,   0.100
"19980717",    1.70,   -0.33,   -1.84,   0.100
"19980724",   -4.17,   -0.75,    0.57,   0.100
"19980731",   -2.20,   -2.28,    0.84,   0.100
"19980807",   -2.53,    1.19,    0.58,   0.107
"19980814",   -2.55,   -0.56,    0.59,   0.107
"19980821",    0.79,   -2.98,   -0.73,   0.107
"19980828",   -6.03,   -3.74,    1.11,   0.107
"19980904",   -5.21,    0.91,    0.55,   0.114
"19980911",    3.13,   -1.82,   -1.06,   0.114
"19980918",    1.62,   -0.15,    0.67,   0.114
"19980925",    2.10,   -1.11,   -0.87,   0.114
"19981002",   -4.25,   -0.61,    1.79,   0.081
"19981009",   -3.35,   -6.69,    0.62,   0.081
"19981016",    7.61,   -0.58,   -2.76,   0.081
"19981023",    1.96,    6.48,   -1.76,   0.081
"19981030",    2.95,    0.51,   -0.33,   0.081
"19981106",    4.21,    2.09,   -1.08,   0.077
"19981113",   -1.42,   -0.92,    0.59,   0.077
"19981120",    3.06,   -1.83,   -1.59,   0.077
"19981127",    2.52,    0.47,   -1.51,   0.077
"19981204",   -1.34,    0.16,    0.37,   0.094
"19981211",   -1.08,    0.38,   -0.88,   0.094
"19981218",    1.62,   -1.41,   -0.73,   0.094
"19981224",    3.21,   -0.62,   -2.09,   0.094
"19981231",    1.21,    2.69,   -0.39,   0.094
"19990108",    3.42,   -0.98,    0.32,   0.088
"19990115",   -2.31,    2.02,   -0.54,   0.088
"19990122",   -1.46,    0.94,   -0.33,   0.088
"19990129",    3.95,   -1.89,   -3.30,   0.088
"19990205",   -3.19,   -0.46,    0.57,   0.089
"19990212",   -1.22,   -2.04,    0.01,   0.089
"19990219",    0.33,   -2.88,    1.02,   0.089
"19990226",   -0.01,   -0.36,   -0.36,   0.089
"19990305",    2.68,   -2.40,   -0.31,   0.106
"19990312",    1.35,   -1.19,   -0.65,   0.106
"19990319",    0.16,   -1.39,    0.34,   0.106
"19990326",   -1.23,    0.83,   -0.44,   0.106
"19990401",    0.99,    0.31,   -1.75,   0.093
"19990409",    3.76,   -0.83,   -2.06,   0.093
"19990416",   -1.53,    3.36,    3.73,   0.093
"19990423",    2.84,   -0.45,   -0.78,   0.093
"19990430",   -1.27,    1.70,    1.42,   0.093
"19990507",    0.35,   -1.10,    1.99,   0.085
"19990514",   -0.13,    2.41,   -0.59,   0.085
"19990521",   -0.37,    1.94,    0.60,   0.085
"19990528",   -2.28,    0.02,    0.71,   0.085
"19990604",    1.44,   -0.58,   -0.86,   0.099
"19990611",   -2.38,    1.93,    0.73,   0.099
"19990618",    3.25,   -1.88,   -0.92,   0.099
"19990625",   -1.82,    2.34,   -0.02,   0.099
"19990702",    5.73,   -0.11,   -2.86,   0.095
"19990709",    0.69,    0.61,   -1.07,   0.095
"19990716",    1.14,    1.13,   -1.09,   0.095
"19990723",   -4.36,    0.02,    2.23,   0.095
"19990730",   -2.21,    1.48,    0.08,   0.095
"19990806",   -2.86,   -1.55,    1.97,   0.097
"19990813",    2.10,   -1.27,   -0.18,   0.097
"19990820",    0.56,    0.16,   -0.83,   0.097
"19990827",    0.93,    0.42,   -2.17,   0.097
"19990903",    0.74,    0.60,   -1.50,   0.097
"19990910",   -0.18,    1.78,   -0.18,   0.097
"19990917",   -1.44,    0.10,    0.10,   0.097
"19990924",   -4.16,    0.81,   -0.62,   0.097
"19991001",    0.13,    1.34,   -1.83,   0.097
"19991008",    4.06,   -3.13,   -1.76,   0.097
"19991015",   -6.10,    2.60,    1.72,   0.097
"19991022",    3.90,   -2.96,   -1.99,   0.097
"19991029",    4.70,   -3.09,   -1.21,   0.097
"19991105",    1.42,    2.17,   -1.70,   0.090
"19991112",    1.81,    1.35,   -1.81,   0.090
"19991119",    2.26,    2.15,   -2.20,   0.090
"19991126",   -0.20,    1.29,   -1.63,   0.090
"19991203",    1.31,   -0.16,   -0.62,   0.109
"19991210",   -0.14,    3.24,   -3.45,   0.109
"19991217",    0.12,    0.10,   -0.08,   0.109
"19991223",    2.99,    0.49,   -2.03,   0.109
"19991231",    1.23,    3.49,   -0.58,   0.109
"20000107",   -2.49,   -0.86,    1.77,   0.103
"20000114",    2.07,    1.94,   -1.22,   0.103
"20000121",    0.02,    7.00,   -2.86,   0.103
"20000128",   -5.71,    0.01,    2.01,   0.103
"20000204",    4.46,    1.52,   -3.04,   0.108
"20000211",   -1.45,    6.86,   -3.67,   0.108
"20000218",   -1.89,    4.91,   -0.65,   0.108
"20000225",    0.29,    2.59,   -1.52,   0.108
"20000303",    6.46,    3.16,   -2.31,   0.117
"20000310",   -0.33,    2.01,    0.05,   0.117
"20000317",    1.76,  -10.71,    3.65,   0.117
"20000324",    3.12,   -4.02,    0.89,   0.117
"20000331",   -3.29,   -5.18,    4.19,   0.117
"20000407",    0.00,   -1.34,    0.85,   0.115
"20000414",  -13.74,   -9.43,    9.04,   0.115
"20000420",    6.13,    2.31,   -2.93,   0.115
"20000428",    2.29,    2.21,    0.77,   0.115
"20000505",   -1.35,    1.86,   -0.26,   0.126
"20000512",   -2.05,   -4.23,    3.58,   0.126
"20000519",   -1.50,   -1.76,    1.37,   0.126
"20000526",   -3.05,   -2.37,   -0.04,   0.126
"20000602",    9.26,    3.92,   -6.34,   0.099
"20000609",   -0.65,    4.60,   -1.06,   0.099
"20000616",   -0.17,    0.29,   -0.78,   0.099
"20000623",   -1.15,    1.66,   -0.79,   0.099
"20000630",    1.20,    4.43,   -2.61,   0.099
"20000707",    1.59,   -1.56,    1.77,   0.120
"20000714",    2.77,    0.09,   -0.89,   0.120
"20000721",   -2.41,    0.18,    1.46,   0.120
"20000728",   -5.40,   -2.19,    6.08,   0.120
"20000804",    3.23,   -2.66,    1.58,   0.126
