"DATE","IC4WSA"
"1991-04-27",467250
"1991-05-04",467000
"1991-05-11",459250
"1991-05-18",451750
"1991-05-25",447000
"1991-06-01",442250
"1991-06-08",441000
"1991-06-15",436250
"1991-06-22",431250
"1991-06-29",427750
"1991-07-06",423000
"1991-07-13",420750
"1991-07-20",417000
"1991-07-27",418250
"1991-08-03",422250
"1991-08-10",426500
"1991-08-17",432750
"1991-08-24",433250
"1991-08-31",430000
"1991-09-07",426750
"1991-09-14",423000
"1991-09-21",421500
"1991-09-28",424500
"1991-10-05",424500
"1991-10-12",426250
"1991-10-19",426250
"1991-10-26",422750
"1991-11-02",428500
"1991-11-09",435500
"1991-11-16",440500
"1991-11-23",445750
"1991-11-30",445000
"1991-12-07",450500
"1991-12-14",459500
"1991-12-21",457500
"1991-12-28",456750
"1992-01-04",446000
"1992-01-11",437250
"1992-01-18",439000
"1992-01-25",439000
"1992-02-01",441000
"1992-02-08",442250
"1992-02-15",443000
"1992-02-22",441750
"1992-02-29",442750
"1992-03-07",436750
"1992-03-14",434500
"1992-03-21",435500
"1992-03-28",429500
"1992-04-04",427250
"1992-04-11",421250
"1992-04-18",417250
"1992-04-25",418250
"1992-05-02",423000
"1992-05-09",424000
"1992-05-16",421500
"1992-05-23",419000
"1992-05-30",414000
"1992-06-06",413750
"1992-06-13",415250
"1992-06-20",416500
"1992-06-27",418750
"1992-07-04",416500
"1992-07-11",413500
"1992-07-18",406750
"1992-07-25",442750
"1992-08-01",446750
"1992-08-08",446250
"1992-08-15",448500
"1992-08-22",407000
"1992-08-29",403250
"1992-09-05",405750
"1992-09-12",409500
"1992-09-19",416750
"1992-09-26",417000
"1992-10-03",412500
"1992-10-10",402000
"1992-10-17",391500
"1992-10-24",381000
"1992-10-31",372750
"1992-11-07",372750
"1992-11-14",370750
"1992-11-21",368250
"1992-11-28",362250
"1992-12-05",356250
"1992-12-12",351750
"1992-12-19",346000
"1992-12-26",339000
"1993-01-02",336750
"1993-01-09",335500
"1993-01-16",340000
"1993-01-23",347000
"1993-01-30",346750
"1993-02-06",338000
"1993-02-13",330250
"1993-02-20",332750
"1993-02-27",338250
"1993-03-06",347000
"1993-03-13",353250
"1993-03-20",350000
"1993-03-27",351000
"1993-04-03",353750
"1993-04-10",355500
"1993-04-17",358750
"1993-04-24",354750
"1993-05-01",349250
"1993-05-08",345750
"1993-05-15",344250
"1993-05-22",342250
"1993-05-29",343750
"1993-06-05",344750
"1993-06-12",344250
"1993-06-19",345000
"1993-06-26",342750
"1993-07-03",340500
"1993-07-10",333250
"1993-07-17",330750
"1993-07-24",349500
"1993-07-31",355000
"1993-08-07",363000
"1993-08-14",364000
"1993-08-21",345750
"1993-08-28",341000
"1993-09-04",338000
"1993-09-11",336500
"1993-09-18",337500
"1993-09-25",339000
"1993-10-02",338750
"1993-10-09",344250
"1993-10-16",347500
"1993-10-23",350250
"1993-10-30",354000
"1993-11-06",352750
"1993-11-13",348250
"1993-11-20",343750
"1993-11-27",341000
"1993-12-04",337750
"1993-12-11",336000
"1993-12-18",334750
"1993-12-25",323000
"1994-01-01",324000
"1994-01-08",326250
"1994-01-15",332250
"1994-01-22",347500
"1994-01-29",363750
"1994-02-05",368250
"1994-02-12",368000
"1994-02-19",368250
"1994-02-26",348500
"1994-03-05",345250
"1994-03-12",342000
"1994-03-19",337000
"1994-03-26",335750
"1994-04-02",334250
"1994-04-09",336250
"1994-04-16",341750
"1994-04-23",344000
"1994-04-30",344500
"1994-05-07",350000
"1994-05-14",351500
"1994-05-21",358000
"1994-05-28",359000
"1994-06-04",352500
"1994-06-11",347000
"1994-06-18",341750
"1994-06-25",340000
"1994-07-02",337250
"1994-07-09",338000
"1994-07-16",343750
"1994-07-23",344750
"1994-07-30",344250
"1994-08-06",343500
"1994-08-13",337500
"1994-08-20",334000
"1994-08-27",336250
"1994-09-03",336500
"1994-09-10",335500
"1994-09-17",334250
"1994-09-24",330250
"1994-10-01",328000
"1994-10-08",330500
"1994-10-15",332750
"1994-10-22",334000
"1994-10-29",334250
"1994-11-05",331000
"1994-11-12",329500
"1994-11-19",328500
"1994-11-26",328000
"1994-12-03",327000
"1994-12-10",327000
"1994-12-17",328000
"1994-12-24",324250
"1994-12-31",323000
"1995-01-07",325250
"1995-01-14",329500
"1995-01-21",332250
"1995-01-28",333500
"1995-02-04",330000
"1995-02-11",330250
"1995-02-18",334750
"1995-02-25",337750
"1995-03-04",341500
"1995-03-11",341250
"1995-03-18",341250
"1995-03-25",340250
"1995-04-01",339250
"1995-04-08",339250
"1995-04-15",342250
"1995-04-22",346500
"1995-04-29",354000
"1995-05-06",358250
"1995-05-13",361000
"1995-05-20",368000
"1995-05-27",370250
"1995-06-03",369750
"1995-06-10",370000
"1995-06-17",370250
"1995-06-24",366250
"1995-07-01",364500
"1995-07-08",365750
"1995-07-15",368500
"1995-07-22",376500
"1995-07-29",375500
"1995-08-05",370250
"1995-08-12",361250
"1995-08-19",354250
"1995-08-26",356250
"1995-09-02",357250
"1995-09-09",361750
"1995-09-16",365250
"1995-09-23",363750
"1995-09-30",363750
"1995-10-07",364500
"1995-10-14",362750
"1995-10-21",366000
"1995-10-28",371500
"1995-11-04",373000
"1995-11-11",373250
"1995-11-18",376500
"1995-11-25",377000
"1995-12-02",375250
"1995-12-09",369250
"1995-12-16",367750
"1995-12-23",366500
"1995-12-30",363000
"1996-01-06",366750
"1996-01-13",356750
"1996-01-20",367000
"1996-01-27",374000
"1996-02-03",377250
"1996-02-10",390750
"1996-02-17",382750
"1996-02-24",377250
"1996-03-02",375750
"1996-03-09",369250
"1996-03-16",369500
"1996-03-23",384750
"1996-03-30",391000
"1996-04-06",393000
"1996-04-13",386250
"1996-04-20",371750
"1996-04-27",359250
"1996-05-04",351500
"1996-05-11",350250
"1996-05-18",344500
"1996-05-25",344500
"1996-06-01",345000
"1996-06-08",344750
"1996-06-15",344000
"1996-06-22",343500
"1996-06-29",342750
"1996-07-06",340500
"1996-07-13",341750
"1996-07-20",339500
"1996-07-27",337000
"1996-08-03",333000
"1996-08-10",329000
"1996-08-17",330000
"1996-08-24",332500
"1996-08-31",333250
"1996-09-07",333750
"1996-09-14",334250
"1996-09-21",338000
"1996-09-28",342750
"1996-10-05",343250
"1996-10-12",342250
"1996-10-19",338000
"1996-10-26",339000
"1996-11-02",338750
"1996-11-09",337000
"1996-11-16",338750
"1996-11-23",337500
"1996-11-30",337000
"1996-12-07",344000
"1996-12-14",346500
"1996-12-21",347250
"1996-12-28",353500
"1997-01-04",351500
"1997-01-11",344500
"1997-01-18",343250
"1997-01-25",339000
"1997-02-01",335500
"1997-02-08",333250
"1997-02-15",325250
"1997-02-22",320750
"1997-03-01",317750
"1997-03-08",318250
"1997-03-15",319750
"1997-03-22",318000
"1997-03-29",319000
"1997-04-05",321000
"1997-04-12",323750
"1997-04-19",324000
"1997-04-26",327000
"1997-05-03",331250
"1997-05-10",328250
"1997-05-17",329750
"1997-05-24",324500
"1997-05-31",319250
"1997-06-07",322000
"1997-06-14",325250
"1997-06-21",325250
"1997-06-28",325500
"1997-07-05",329750
"1997-07-12",328000
"1997-07-19",324250
"1997-07-26",320250
"1997-08-02",313750
"1997-08-09",314000
"1997-08-16",324500
"1997-08-23",329750
"1997-08-30",332750
"1997-09-06",328750
"1997-09-13",321500
"1997-09-20",319000
"1997-09-27",315250
"1997-10-04",314750
"1997-10-11",312500
"1997-10-18",312750
"1997-10-25",310000
"1997-11-01",310500
"1997-11-08",311250
"1997-11-15",313000
"1997-11-22",313750
"1997-11-29",315000
"1997-12-06",317250
"1997-12-13",316750
"1997-12-20",317000
"1997-12-27",313250
"1998-01-03",312000
"1998-01-10",314000
"1998-01-17",321750
"1998-01-24",322750
"1998-01-31",323500
"1998-02-07",318500
"1998-02-14",313500
"1998-02-21",318500
"1998-02-28",319000
"1998-03-07",318250
"1998-03-14",317750
"1998-03-21",316250
"1998-03-28",315000
"1998-04-04",316000
"1998-04-11",312250
"1998-04-18",311250
"1998-04-25",311000
"1998-05-02",309000
"1998-05-09",309500
"1998-05-16",309000
"1998-05-23",308500
"1998-05-30",313000
"1998-06-06",313000
"1998-06-13",314500
"1998-06-20",324500
"1998-06-27",338000
"1998-07-04",352000
"1998-07-11",351750
"1998-07-18",343250
"1998-07-25",333000
"1998-08-01",324250
"1998-08-08",323250
"1998-08-15",321500
"1998-08-22",313250
"1998-08-29",309000
"1998-09-05",308250
"1998-09-12",307250
"1998-09-19",308000
"1998-09-26",304000
"1998-10-03",301250
"1998-10-10",304250
"1998-10-17",307500
"1998-10-24",311250
"1998-10-31",312750
"1998-11-07",312750
"1998-11-14",316750
"1998-11-21",315500
"1998-11-28",316000
"1998-12-05",318500
"1998-12-12",311250
"1998-12-19",309500
"1998-12-26",316000
"1999-01-02",317250
"1999-01-09",327250
"1999-01-16",337750
"1999-01-23",331500
"1999-01-30",325000
"1999-02-06",311500
"1999-02-13",304750
"1999-02-20",302500
"1999-02-27",301500
"1999-03-06",303750
"1999-03-13",302750
"1999-03-20",303500
"1999-03-27",302750
"1999-04-03",305250
"1999-04-10",308000
"1999-04-17",310250
"1999-04-24",308500
"1999-05-01",305000
"1999-05-08",302750
"1999-05-15",299500
"1999-05-22",301250
"1999-05-29",303000
"1999-06-05",301250
"1999-06-12",298500
"1999-06-19",297000
"1999-06-26",294000
"1999-07-03",290000
"1999-07-10",289500
"1999-07-17",293750
"1999-07-24",297500
"1999-07-31",300750
"1999-08-07",302500
"1999-08-14",298250
"1999-08-21",293250
"1999-08-28",290750
"1999-09-04",289500
"1999-09-11",286750
"1999-09-18",285500
"1999-09-25",289500
"1999-10-02",294250
"1999-10-09",296750
"1999-10-16",298250
"1999-10-23",291750
"1999-10-30",285750
"1999-11-06",283500
"1999-11-13",282000
"1999-11-20",281000
"1999-11-27",281750
"1999-12-04",283000
"1999-12-11",280750
"1999-12-18",283500
"1999-12-25",278500
"2000-01-01",278250
"2000-01-08",284750
"2000-01-15",285250
"2000-01-22",289250
"2000-01-29",289000
"2000-02-05",292500
"2000-02-12",295250
"2000-02-19",295000
"2000-02-26",293750
"2000-03-04",287250
"2000-03-11",279750
"2000-03-18",276750
"2000-03-25",274750
"2000-04-01",269750
"2000-04-08",269250
"2000-04-15",266250
"2000-04-22",266750
"2000-04-29",273000
"2000-05-06",279250
"2000-05-13",283500
"2000-05-20",285000
"2000-05-27",282250
"2000-06-03",281500
"2000-06-10",283500
"2000-06-17",287000
"2000-06-24",291000
"2000-07-01",288750
"2000-07-08",291000
"2000-07-15",293250
"2000-07-22",294250
"2000-07-29",298500
"2000-08-05",301750
"2000-08-12",304750
"2000-08-19",309250
"2000-08-26",312750
"2000-09-02",311500
"2000-09-09",310000
"2000-09-16",308250
"2000-09-23",302250
"2000-09-30",300000
"2000-10-07",300000
"2000-10-14",297000
"2000-10-21",298750
"2000-10-28",301000
"2000-11-04",306500
"2000-11-11",311250
"2000-11-18",320500
"2000-11-25",334250
"2000-12-02",336000
"2000-12-09",336750
"2000-12-16",342250
"2000-12-23",344250
"2000-12-30",348000
"2001-01-06",352000
"2001-01-13",343000
"2001-01-20",337750
"2001-01-27",340000
"2001-02-03",349750
"2001-02-10",361500
"2001-02-17",365250
"2001-02-24",371250
"2001-03-03",373250
"2001-03-10",380250
"2001-03-17",389000
"2001-03-24",387000
"2001-03-31",388000
"2001-04-07",389250
"2001-04-14",386750
"2001-04-21",392250
"2001-04-28",396750
"2001-05-05",392500
"2001-05-12",394250
"2001-05-19",394750
"2001-05-26",394500
"2001-06-02",400750
"2001-06-09",406000
"2001-06-16",404000
"2001-06-23",398000
"2001-06-30",395000
"2001-07-07",392500
"2001-07-14",395250
"2001-07-21",399500
"2001-07-28",398000
"2001-08-04",398000
"2001-08-11",395250
"2001-08-18",396250
"2001-08-25",398000
"2001-09-01",398250
"2001-09-08",401750
"2001-09-15",400000
"2001-09-22",414500
"2001-09-29",443250
"2001-10-06",460250
"2001-10-13",482000
"2001-10-20",489250
"2001-10-27",480750
"2001-11-03",471750
"2001-11-10",458250
"2001-11-17",445500
"2001-11-24",447500
"2001-12-01",453750
"2001-12-08",445000
"2001-12-15",434500
"2001-12-22",415750
"2001-12-29",404750
"2002-01-05",405750
"2002-01-12",413000
"2002-01-19",410250
"2002-01-26",408500
"2002-02-02",410250
"2002-02-09",405000
"2002-02-16",403000
"2002-02-23",399000
"2002-03-02",396000
"2002-03-09",396500
"2002-03-16",395250
"2002-03-23",399500
"2002-03-30",421250
"2002-04-06",432750
"2002-04-13",445250
"2002-04-20",445500
"2002-04-27",429250
"2002-05-04",420250
"2002-05-11",413000
"2002-05-18",411750
"2002-05-25",409000
"2002-06-01",401250
"2002-06-08",395000
"2002-06-15",391250
"2002-06-22",387500
"2002-06-29",389500
"2002-07-06",390250
"2002-07-13",387250
"2002-07-20",385000
"2002-07-27",386000
"2002-08-03",385250
"2002-08-10",386500
"2002-08-17",391500
"2002-08-24",393500
"2002-08-31",395000
"2002-09-07",401750
"2002-09-14",405000
"2002-09-21",405750
"2002-09-28",409500
"2002-10-05",406500
"2002-10-12",404750
"2002-10-19",407500
"2002-10-26",407500
"2002-11-02",407750
"2002-11-09",406500
"2002-11-16",400750
"2002-11-23",396000
"2002-11-30",389000
"2002-12-07",395250
"2002-12-14",405250
"2002-12-21",406250
"2002-12-28",414250
"2003-01-04",406250
"2003-01-11",393500
"2003-01-18",395500
"2003-01-25",395000
"2003-02-01",400000
"2003-02-08",403000
"2003-02-15",407500
"2003-02-22",411000
"2003-03-01",416750
"2003-03-08",425250
"2003-03-15",427750
"2003-03-22",425250
"2003-03-29",425250
"2003-04-05",423500
"2003-04-12",424500
"2003-04-19",434250
"2003-04-26",436250
"2003-05-03",439000
"2003-05-10",434750
"2003-05-17",428500
"2003-05-24",422250
"2003-05-31",423000
"2003-06-07",426000
"2003-06-14",425000
"2003-06-21",422250
"2003-06-28",421750
"2003-07-05",422750
"2003-07-12",420500
"2003-07-19",419250
"2003-07-26",411500
"2003-08-02",403500
"2003-08-09",401500
"2003-08-16",400250
"2003-08-23",398500
"2003-08-30",400000
"2003-09-06",404500
"2003-09-13",403500
"2003-09-20",400500
"2003-09-27",395500
"2003-10-04",386500
"2003-10-11",382000
"2003-10-18",384000
"2003-10-25",382000
"2003-11-01",376250
"2003-11-08",375000
"2003-11-15",370750
"2003-11-22",364500
"2003-11-29",363000
"2003-12-06",362000
"2003-12-13",360250
"2003-12-20",360250
"2003-12-27",358250
"2004-01-03",355500
"2004-01-10",353250
"2004-01-17",355250
"2004-01-24",356250
"2004-01-31",361250
"2004-02-07",367750
"2004-02-14",366250
"2004-02-21",367750
"2004-02-28",360750
"2004-03-06",351750
"2004-03-13",347250
"2004-03-20",344000
"2004-03-27",342000
"2004-04-03",339750
"2004-04-10",344000
"2004-04-17",348500
"2004-04-24",348250
"2004-05-01",345500
"2004-05-08",339000
"2004-05-15",335250
"2004-05-22",336000
"2004-05-29",339250
"2004-06-05",345750
"2004-06-12",343250
"2004-06-19",346250
"2004-06-26",349000
"2004-07-03",341750
"2004-07-10",343250
"2004-07-17",343500
"2004-07-24",343500
"2004-07-31",347250
"2004-08-07",345000
"2004-08-14",339250
"2004-08-21",338000
"2004-08-28",340750
"2004-09-04",338250
"2004-09-11",338000
"2004-09-18",337500
"2004-09-25",337250
"2004-10-02",339500
"2004-10-09",341250
"2004-10-16",337750
"2004-10-23",334500
"2004-10-30",333750
"2004-11-06",331750
"2004-11-13",334250
"2004-11-20",328000
"2004-11-27",328750
"2004-12-04",332000
"2004-12-11",326750
"2004-12-18",329000
"2004-12-25",325250
"2005-01-01",328500
"2005-01-08",341750
"2005-01-15",344250
"2005-01-22",346500
"2005-01-29",340250
"2005-02-05",324750
"2005-02-12",318750
"2005-02-19",316000
"2005-02-26",311750
"2005-03-05",318250
"2005-03-12",322250
"2005-03-19",325000
"2005-03-26",332000
"2005-04-02",332500
"2005-04-09",332250
"2005-04-16",326750
"2005-04-23",320500
"2005-04-30",320250
"2005-05-07",321250
"2005-05-14",324750
"2005-05-21",325500
"2005-05-28",327000
"2005-06-04",329750
"2005-06-11",332750
"2005-06-18",333000
"2005-06-25",325750
"2005-07-02",323000
"2005-07-09",324250
"2005-07-16",324750
"2005-07-23",326500
"2005-07-30",323750
"2005-08-06",317000
"2005-08-13",316000
"2005-08-20",315250
"2005-08-27",315750
"2005-09-03",319500
"2005-09-10",345250
"2005-09-17",372500
"2005-09-24",382750
"2005-10-01",397250
"2005-10-08",387500
"2005-10-15",368500
"2005-10-22",359750
"2005-10-29",344250
"2005-11-05",329750
"2005-11-12",320000
"2005-11-19",320000
"2005-11-26",317250
"2005-12-03",316250
"2005-12-10",320750
"2005-12-17",317750
"2005-12-24",320000
"2005-12-31",315250
"2006-01-07",315000
"2006-01-14",308250
"2006-01-21",300750
"2006-01-28",295750
"2006-02-04",286500
"2006-02-11",289750
"2006-02-18",288000
"2006-02-25",290750
"2006-03-04",294000
"2006-03-11",296250
"2006-03-18",301250
"2006-03-25",301750
"2006-04-01",299000
"2006-04-08",297000
"2006-04-15",296000
"2006-04-22",299250
"2006-04-29",306750
"2006-05-06",318750
"2006-05-13",327750
"2006-05-20",330500
"2006-05-27",332750
"2006-06-03",322750
"2006-06-10",313500
"2006-06-17",310750
"2006-06-24",305500
"2006-07-01",307750
"2006-07-08",319000
"2006-07-15",321500
"2006-07-22",320750
"2006-07-29",319500
"2006-08-05",313250
"2006-08-12",311250
"2006-08-19",313500
"2006-08-26",314250
"2006-09-02",313500
"2006-09-09",314500
"2006-09-16",316750
"2006-09-23",318000
"2006-09-30",316500
"2006-10-07",317000
"2006-10-14",312250
"2006-10-21",310750
"2006-10-28",315500
"2006-11-04",316250
"2006-11-11",317750
"2006-11-18",321000
"2006-11-25",326250
"2006-12-02",328250
"2006-12-09",328250
"2006-12-16",326250
"2006-12-23",319750
"2006-12-30",323250
"2007-01-06",328000
"2007-01-13",322500
"2007-01-20",325500
"2007-01-27",317250
"2007-02-03",312250
"2007-02-10",322750
"2007-02-17",319250
"2007-02-24",322750
"2007-03-03",325250
"2007-03-10",317750
"2007-03-17",314750
"2007-03-24",310000
"2007-03-31",306750
"2007-04-07",312750
"2007-04-14",317250
"2007-04-21",321750
"2007-04-28",320250
"2007-05-05",312250
"2007-05-12",304750
"2007-05-19",302000
"2007-05-26",304250
"2007-06-02",307500
"2007-06-09",311500
"2007-06-16",314000
"2007-06-23",314750
"2007-06-30",315750
"2007-07-07",317750
"2007-07-14",317000
"2007-07-21",316250
"2007-07-28",313250
"2007-08-04",311500
"2007-08-11",311250
"2007-08-18",314000
"2007-08-25",320000
"2007-09-01",320000
"2007-09-08",321250
"2007-09-15",319250
"2007-09-22",312500
"2007-09-29",313250
"2007-10-06",312000
"2007-10-13",317500
"2007-10-20",325500
"2007-10-27",328250
"2007-11-03",331000
"2007-11-10",330500
"2007-11-17",330000
"2007-11-24",336000
"2007-12-01",340250
"2007-12-08",340000
"2007-12-15",344500
"2007-12-22",345250
"2007-12-29",349250
"2008-01-05",352750
"2008-01-12",345750
"2008-01-19",337250
"2008-01-26",338750
"2008-02-02",339750
"2008-02-09",345250
"2008-02-16",349750
"2008-02-23",346750
"2008-03-01",345500
"2008-03-08",346500
"2008-03-15",354000
"2008-03-22",357500
"2008-03-29",368000
"2008-04-05",369500
"2008-04-12",368500
"2008-04-19",363750
"2008-04-26",359500
"2008-05-03",363500
"2008-05-10",363750
"2008-05-17",368250
"2008-05-24",368000
"2008-05-31",366000
"2008-06-07",370000
"2008-06-14",372750
"2008-06-21",375750
"2008-06-28",383250
"2008-07-05",380500
"2008-07-12",382250
"2008-07-19",387500
"2008-07-26",398000
"2008-08-02",417250
"2008-08-09",428500
"2008-08-16",434000
"2008-08-23",430750
"2008-08-30",429250
"2008-09-06",432000
"2008-09-13",438250
"2008-09-20",453750
"2008-09-27",464000
"2008-10-04",474250
"2008-10-11",477250
"2008-10-18",476000
"2008-10-25",475250
"2008-11-01",477250
"2008-11-08",490000
"2008-11-15",504500
"2008-11-22",517500
"2008-11-29",527250
"2008-12-06",541750
"2008-12-13",549250
"2008-12-20",563000
"2008-12-27",564000
"2009-01-03",547250
"2009-01-10",543500
"2009-01-17",544500
"2009-01-24",557750
"2009-01-31",589250
"2009-02-07",610750
"2009-02-14",621000
"2009-02-21",638250
"2009-02-28",644000
"2009-03-07",649750
"2009-03-14",654500
"2009-03-21",656000
"2009-03-28",659250
"2009-04-04",657500
"2009-04-11",644500
"2009-04-18",639000
"2009-04-25",627750
"2009-05-02",615000
"2009-05-09",621500
"2009-05-16",616750
"2009-05-23",613250
"2009-05-30",614500
"2009-06-06",607250
"2009-06-13",601000
"2009-06-20",601500
"2009-06-27",598250
"2009-07-04",592500
"2009-07-11",580250
"2009-07-18",568250
"2009-07-25",566500
"2009-08-01",562000
"2009-08-08",564250
"2009-08-15",564750
"2009-08-22",558000
"2009-08-29",560250
"2009-09-05",561000
"2009-09-12",556000
"2009-09-19",550000
"2009-09-26",547500
"2009-10-03",541250
"2009-10-10",533500
"2009-10-17",532250
"2009-10-24",526250
"2009-10-31",523500
"2009-11-07",523750
"2009-11-14",517750
"2009-11-21",505750
"2009-11-28",494000
"2009-12-05",490250
"2009-12-12",488000
"2009-12-19",487250
"2009-12-26",485500
"2010-01-02",475250
"2010-01-09",468000
"2010-01-16",475000
"2010-01-23",475750
"2010-01-30",485750
"2010-02-06",485000
"2010-02-13",480500
"2010-02-20",487750
"2010-02-27",485750
"2010-03-06",487250
"2010-03-13",484500
"2010-03-20",477500
"2010-03-27",470250
"2010-04-03",472000
"2010-04-10",472250
"2010-04-17",471500
"2010-04-24",469000
"2010-05-01",462000
"2010-05-08",455000
"2010-05-15",456250
"2010-05-22",459750
"2010-05-29",461500
"2010-06-05",463500
"2010-06-12",461750
"2010-06-19",459000
"2010-06-26",460500
"2010-07-03",459250
"2010-07-10",452250
"2010-07-17",454750
"2010-07-24",455000
"2010-07-31",460500
"2010-08-07",471500
"2010-08-14",477500
"2010-08-21",477250
"2010-08-28",475000
"2010-09-04",467250
"2010-09-11",456750
"2010-09-18",455500
"2010-09-25",453500
"2010-10-02",452000
"2010-10-09",455750
"2010-10-16",452000
"2010-10-23",445250
"2010-10-30",447000
"2010-11-06",440750
"2010-11-13",437750
"2010-11-20",431500
"2010-11-27",426250
"2010-12-04",424750
"2010-12-11",423000
"2010-12-18",427250
"2010-12-25",420250
"2011-01-01",416500
"2011-01-08",418750
"2011-01-15",418000
"2011-01-22",428500
"2011-01-29",430250
"2011-02-05",422250
"2011-02-12",423250
"2011-02-19",410250
"2011-02-26",401500
"2011-03-05",404500
"2011-03-12",399250
"2011-03-19",402500
"2011-03-26",406000
"2011-04-02",401250
"2011-04-09",404250
"2011-04-16",403000
"2011-04-23",408750
"2011-04-30",427000
"2011-05-07",431750
"2011-05-14",434750
"2011-05-21",435000
"2011-05-28",422500
"2011-06-04",419500
"2011-06-11",419250
"2011-06-18",417500
"2011-06-25",418250
"2011-07-02",417000
"2011-07-09",415750
"2011-07-16",416750
"2011-07-23",414250
"2011-07-30",411250
"2011-08-06",410500
"2011-08-13",407750
"2011-08-20",408750
"2011-08-27",409500
"2011-09-03",411750
"2011-09-10",416750
"2011-09-17",418500
"2011-09-24",417750
"2011-10-01",415500
"2011-10-08",410750
"2011-10-15",404000
"2011-10-22",403250
"2011-10-29",401750
"2011-11-05",397250
"2011-11-12",394250
"2011-11-19",389750
"2011-11-26",389250
"2011-12-03",388000
"2011-12-10",384250
"2011-12-17",380000
"2011-12-24",377250
"2011-12-31",374500
"2012-01-07",398750
"2012-01-14",384500
"2012-01-21",378750
"2012-01-28",377750
"2012-02-04",372000
"2012-02-11",370500
"2012-02-18",365000
"2012-02-25",363250
"2012-03-03",365000
"2012-03-10",367000
"2012-03-17",369250
"2012-03-24",368750
"2012-03-31",364500
"2012-04-07",369000
"2012-04-14",372250
"2012-04-21",378250
"2012-04-28",381750
"2012-05-05",378250
"2012-05-12",375250
"2012-05-19",371250
"2012-05-26",373500
"2012-06-02",374500
"2012-06-09",378000
"2012-06-16",381250
"2012-06-23",381000
"2012-06-30",379750
"2012-07-07",374000
"2012-07-14",375500
"2012-07-21",372500
"2012-07-28",372500
"2012-08-04",375250
"2012-08-11",370000
"2012-08-18",372000
"2012-08-25",373250
"2012-09-01",373250
"2012-09-08",379250
"2012-09-15",383250
"2012-09-22",383250
"2012-09-29",384500
"2012-10-06",373750
"2012-10-13",372250
"2012-10-20",371500
"2012-10-27",368500
"2012-11-03",372250
"2012-11-10",387250
"2012-11-17",395250
"2012-11-24",401250
"2012-12-01",403750
"2012-12-08",377250
"2012-12-15",364750
"2012-12-22",358250
"2012-12-29",355000
"2013-01-05",369750
"2013-01-12",363750
"2013-01-19",352000
"2013-01-26",353000
"2013-02-02",352500
"2013-02-09",353250
"2013-02-16",359000
"2013-02-23",353000
"2013-03-02",347750
"2013-03-09",346750
"2013-03-16",342000
"2013-03-23",346000
"2013-03-30",354750
"2013-04-06",358750
"2013-04-13",362000
"2013-04-20",358250
"2013-04-27",347250
"2013-05-04",341250
"2013-05-11",342250
"2013-05-18",342250
"2013-05-25",347750
"2013-06-01",350500
"2013-06-08",344750
"2013-06-15",347250
"2013-06-22",345750
"2013-06-29",344250
"2013-07-06",347750
"2013-07-13",345500
"2013-07-20",347500
"2013-07-27",346000
"2013-08-03",343000
"2013-08-10",338750
"2013-08-17",335000
"2013-08-24",335500
"2013-08-31",332000
"2013-09-07",325250
"2013-09-14",321000
"2013-09-21",315500
"2013-09-28",314000
"2013-10-05",331000
"2013-10-12",342250
"2013-10-19",351500
"2013-10-26",358500
"2013-11-02",352000
"2013-11-09",345000
"2013-11-16",340000
"2013-11-23",332250
"2013-11-30",324750
"2013-12-07",328250
"2013-12-14",336500
"2013-12-21",341000
"2013-12-28",346000
"2014-01-04",338000
"2014-01-11",326000
"2014-01-18",323500
"2014-01-25",326250
"2014-02-01",329250
"2014-02-08",335250
"2014-02-15",337750
"2014-02-22",337500
"2014-03-01",334250
"2014-03-08",330500
"2014-03-15",327500
"2014-03-22",320500
"2014-03-29",323250
"2014-04-05",320250
"2014-04-12",317250
"2014-04-19",321000
"2014-04-26",324000
"2014-05-03",327000
"2014-05-10",325250
"2014-05-17",324500
"2014-05-24",315000
"2014-05-31",312000
"2014-06-07",315750
"2014-06-14",312750
"2014-06-21",315250
"2014-06-28",314500
"2014-07-05",310750
"2014-07-12",308750
"2014-07-19",303500
"2014-07-26",301750
"2014-08-02",299750
"2014-08-09",300500
"2014-08-16",302250
"2014-08-23",301250
"2014-08-30",302750
"2014-09-06",302000
"2014-09-13",298250
"2014-09-20",296750
"2014-09-27",293750
"2014-10-04",290250
"2014-10-11",288250
"2014-10-18",287500
"2014-10-25",287750
"2014-11-01",284750
"2014-11-08",287500
"2014-11-15",288250
"2014-11-22",292000
"2014-11-29",295000
"2014-12-06",294750
"2014-12-13",293000
"2014-12-20",285500
"2014-12-27",284000
"2015-01-03",285000
"2015-01-10",288750
"2015-01-17",294250
"2015-01-24",288250
"2015-01-31",286750
"2015-02-07",286750
"2015-02-14",284250
"2015-02-21",295250
"2015-02-28",303000
"2015-03-07",301750
"2015-03-14",302750
"2015-03-21",297750
"2015-03-28",285500
"2015-04-04",283250
"2015-04-11",284750
"2015-04-18",287250
"2015-04-25",287000
"2015-05-02",282500
"2015-05-09",275750
"2015-05-16",271250
"2015-05-23",274750
"2015-05-30",276500
"2015-06-06",279000
"2015-06-13",276500
"2015-06-20",275000
"2015-06-27",275250
"2015-07-04",278500
"2015-07-11",282000
"2015-07-18",279250
"2015-07-25",276750
"2015-08-01",271000
"2015-08-08",268750
"2015-08-15",271750
"2015-08-22",273250
"2015-08-29",275250
